CustomerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SystemLogCode,RandomNoiseScore,Churn
CUST-10599,Male,1,No,Yes,7.0,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,72.94,544.36,SYS_A,50.02264098767323,No
CUST-10905,Female,0,No,Yes,62.0,Yes,No,Fiber optic,No,No,Two year,Yes,Credit card,116.69,7243.43,SYS_C,58.38792486063,No
CUST-10404,Male,0,Yes,No,23.0,Yes,Yes,DSL,No,Yes,Two year,Yes,Bank transfer,53.22,1226.96,SYS_C,20.95446087603376,No
CUST-11053,Female,0,No,Yes,10.0,Yes,No,Fiber optic,No,No,Month-to-month,No,Credit card,93.21,1041.74,SYS_A,60.97914070186296,No
CUST-10618,Female,0,No,No,19.0,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,107.16,1941.53,SYS_B,63.37009470267197,No
CUST-11035,Female,0,Yes,No,41.0,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,85.33,3491.34,SYS_A,64.06993017636795,No
CUST-10104,Female,0,No,Yes,57.0,Yes,Yes,DSL,No,No,Month-to-month,Yes,Credit card,78.48,4492.75,SYS_A,51.51102869476277,No
CUST-10916,Male,0,No,Yes,39.0,Yes,No,DSL,Yes,Yes,One year,Yes,Bank transfer,59.48,2275.07,SYS_A,53.63098432031468,No
CUST-10965,Male,0,Yes,No,26.0,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer,79.81,2083.53,SYS_C,40.319103581178354,Yes
CUST-10062,Female,0,Yes,No,58.0,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,111.43,6389.63,SYS_C,55.343496843014606,Yes
CUST-10281,Male,0,Yes,Yes,48.0,Yes,No,Fiber optic,No,Yes,One year,Yes,Electronic check,114.33,5494.65,SYS_B,39.63205059879576,Yes
CUST-10673,Female,0,No,Yes,22.0,Yes,No,DSL,Yes,No,Month-to-month,No,Electronic check,79.85,1792.55,SYS_B,63.75152406086559,No
CUST-10238,Female,0,Yes,No,6.0,Yes,Yes,DSL,Yes,Yes,One year,Yes,Bank transfer,77.18,448.59,SYS_C,47.288373608938635,No
CUST-10223,Male,0,Yes,No,2.0,Yes,Yes,Fiber optic,No,No,Two year,No,Electronic check,117.77,203.05,SYS_C,46.78735844944147,No
CUST-10145,Male,0,Yes,No,69.0,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card,112.66,7837.63,SYS_A,46.21764723746632,No
CUST-11127,Male,0,No,No,34.0,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,105.07,3514.07,SYS_A,72.5329132572229,Yes
CUST-10373,Female,0,Yes,No,54.0,Yes,No,No,No internet service,No internet service,One year,No,Mailed check,21.61,1101.61,SYS_B,57.69720805849235,No
CUST-10118,Female,1,Yes,Yes,30.0,Yes,Yes,DSL,No,Yes,Two year,Yes,Mailed check,79.11, ,SYS_B,55.280586650114266,No
CUST-10986,Female,1,No,Yes,24.0,Yes,No,DSL,Yes,No,Two year,No,Bank transfer,54.48,1303.63,SYS_C,40.702210574642166,No
CUST-10250,Male,0,Yes,Yes,10.0,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card,71.83,696.94,SYS_C,47.08037953128511,Yes
CUST-11165,Female,0,Yes,Yes,28.0,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Electronic check,105.18,2944.2,SYS_B,47.90534538137628,No
CUST-10009,Female,0,Yes,No,39.0,No,No phone service,No,No internet service,No internet service,One year,Yes,Mailed check,22.26,934.54,SYS_B,43.328561279993764,Yes
CUST-10449,Male,0,Yes,No,6.0,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Electronic check,83.96,490.09,SYS_A,51.30704128324712,Yes
CUST-10888,Male,0,Yes,Yes,7.0,Yes,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,102.01,748.45,SYS_A,56.22050770975918,No
CUST-10389,Female,0,No,Yes,15.0,Yes,Yes,DSL,Yes,Yes,One year,Yes,Electronic check,68.52,1025.39,SYS_C,37.271686114780806,No
CUST-10806,Female,0,Yes,Yes,56.0,Yes,Yes,Fiber optic,No,Yes,Two year,No,Mailed check,99.43,5643.7,SYS_B,46.71616589881982,No
CUST-10460,Male,1,Yes,No,55.0,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Mailed check,82.23,4591.18,SYS_A,36.21470313396587,No
CUST-11113,,0,Yes,No,42.0,Yes,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,24.03,1034.75,SYS_A,31.857367387748784,No
CUST-10144,Male,0,No,No,2.0,Yes,No,DSL,Yes,No,One year,No,Electronic check,66.13,177.52,SYS_B,55.649530642697236,No
CUST-10501,Female,0,No,Yes,37.0,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Credit card,,2708.12,SYS_B,60.39286811895458,Yes
CUST-11116,Male,0,Yes,No,42.0,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card,54.25,2218.81,SYS_A,51.66417197368002,No
CUST-10539,Male,0,Yes,Yes,13.0,Yes,Yes,Fiber optic,No,No,Two year,No,Bank transfer,78.53,1016.95,SYS_A,69.50464318683044,No
CUST-10177,Male,0,No,No,30.0,Yes,Yes,DSL,Yes,No,Two year,Yes,Bank transfer,55.11,1613.08,SYS_A,38.828257248242735,No
CUST-11167,Female,0,No,No,10.0,Yes,No,Fiber optic,No,Yes,Two year,Yes,Mailed check,87.82,894.2,SYS_B,65.58102116216855,No
CUST-10710,Female,1,Yes,No,25.0,Yes,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,57.66,1406.09,SYS_C,54.02798478393079,No
CUST-10594,F,0,Yes,Yes,63.0,Yes,Yes,Fiber optic,Yes,No,One year,No,Bank transfer,117.12,7350.9,SYS_C,53.731073445928175,Yes
CUST-10100,Male,0,No,No,45.0,No,No phone service,Fiber optic,No,Yes,Two year,No,Electronic check,81.9,3693.42,SYS_A,47.42395986657398,No
CUST-10007,Female,0,No,Yes,71.0,Yes,No,DSL,No,No,Two year,Yes,Electronic check,74.77,5282.55,SYS_A,40.031272761043,No
CUST-10566,M,1,No,No,6.0,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.38,18.38,SYS_B,69.78052033652352,Yes
CUST-11186,Female,0,Yes,No,60.0,Yes,No,DSL,No,Yes,Month-to-month,No,Mailed check,83.88,4975.07,SYS_A,74.98038218645776,Yes
CUST-10357,Female,0,No,No,41.0,Yes,Yes,DSL,No,No,Two year,Yes,Electronic check,66.72,2742.1,SYS_C,35.67521969804652,No
CUST-10329,Male,0,Yes,No,11.0,Yes,No,DSL,Yes,No,Month-to-month,No,Bank transfer,70.15,813.06,SYS_C,43.236693327811885,No
CUST-10716,Female,0,Yes,Yes,39.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,93.11,3590.38,SYS_A,39.20502246236641,Yes
CUST-10843,Female,1,No,No,59.0,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Mailed check,94.53,5572.17,SYS_B,41.11311686324864,No
CUST-10258,Female,1,No,No,58.0,No,No phone service,DSL,No,Yes,One year,No,Mailed check,74.38,4332.91,SYS_B,39.62465511376374,Yes
CUST-10942,Female,1,No,No,65.0,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,104.9,6840.19,SYS_C,49.156747818072915,Yes
CUST-10906,Female,0,Yes,No,13.0,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,96.89,1296.4,SYS_A,33.26329464761039,No
CUST-10787,male,0,No,Yes,31.0,Yes,No,Fiber optic,No,Yes,One year,No,Electronic check,106.47,3346.4,SYS_A,47.02962651561948,No
CUST-11022,Female,0,Yes,No,38.0,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,62.97,2416.13,SYS_A,34.796036742339005,Yes
CUST-10842,Male,0,Yes,No,17.0,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,,75.79,1375.34,SYS_A,41.99184176489712,No
CUST-10525,Male,0,Yes,No,39.0,Yes,Yes,Fiber optic,No,No,One year,Yes,Bank transfer,98.42,3873.25,SYS_A,49.570482125062505,No
CUST-10826,Male,0,No,Yes,31.0,No,No phone service,DSL,No,No,Two year,No,Bank transfer,83.01,2609.57,SYS_C,58.2087566460108,No
CUST-11106,Male,0,No,No,29.0,Yes,No,DSL,No,No,One year,No,Mailed check,55.26,1687.61,SYS_C,37.72068369253725,No
CUST-11075,Male,0,Yes,No,21.0,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,92.53,1842.74,SYS_B,42.125055097276324,Yes
CUST-11149,Female,0,Yes,No,72.0,Yes,No,Fiber optic,Yes,No,Two year,No,Electronic check,106.97,7723.06,SYS_B,52.17655690825444,No
CUST-10440,Male,0,Yes,No,40.0,Yes,No,DSL,No,No,One year,Yes,Credit card,55.31,2237.32,SYS_B,85.41951534181786,No
CUST-10531,Female,0,Yes,Yes,10.0,Yes,Yes,DSL,No,No,Two year,Yes,Electronic check,70.01,721.47,SYS_A,49.6144665123622,Yes
CUST-10976,Female,0,No,No,8.0,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,19.41,207.91,SYS_B,40.49018075049601,No
CUST-10228,Female,0,Yes,No,18.0,No,No phone service,DSL,No,No,Two year,Yes,Electronic check,58.52,1001.38,SYS_C,49.57210312835383,No
CUST-11049,Male,0,No,No,67.0,No,No phone service,No,No internet service,No internet service,Month-to-month,No,Bank transfer,21.61,1441.73,SYS_B,68.27648422065346,No
CUST-10212,Female,0,Yes,Yes,23.0,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,100.14,2334.98,SYS_C,81.73419774996881,No
CUST-10079,Male,0,No,No,9.0,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Electronic check,59.5,593.39,SYS_B,55.07890624683823,Yes
CUST-10148,Male,1,No,Yes,56.0,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Mailed check,91.19,5030.58,SYS_A,45.449796217702186,Yes
CUST-10602,Male,0,No,Yes,62.0,Yes,Yes,DSL,No,Yes,Two year,Yes,Credit card,77.71,4789.93,SYS_A,44.52814127579743,No
CUST-10962,Male,0,Yes,No,36.0,Yes,Yes,DSL,No,Yes,One year,Yes,Bank transfer,64.17,2397.53,SYS_A,71.14139944345261,No
CUST-10781,F,0,Yes,Yes,17.0,No,No phone service,DSL,No,Yes,Month-to-month,No,Credit card,52.08,844.69,SYS_A,52.19458961810319,No
CUST-10133,Male,0,No,No,44.0,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,,109.62,4791.19,SYS_A,80.20547524302279,No
CUST-11094,Male,0,Yes,No,38.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,81.36,3091.59,SYS_B,50.67442642637527,Yes
CUST-10408,female,1,No,No,25.0,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,45.7,1153.99,SYS_C,43.45997044662575,Yes
CUST-11151,Female,0,Yes,Yes,33.0,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Credit card,69.65,2301.39,SYS_C,81.27991701076344,No
CUST-10507,Female,0,No,No,50.0,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Bank transfer,117.37,5850.64,SYS_A,45.01140307497547,No
CUST-10903,Female,0,Yes,No,71.0,Yes,Yes,DSL,No,No,One year,Yes,Bank transfer,66.58,4719.91,SYS_C,68.06191610695181,Yes
CUST-10504,female,0,No,No,2.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,101.08,150.42,SYS_C,48.50791395830707,No
CUST-10923,Female,0,No,No,66.0,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Electronic check,102.75,6816.75,SYS_C,28.164774101097272,No
CUST-10347,Male,0,Yes,No,45.0,Yes,No,Fiber optic,No,Yes,One year,No,Credit card,103.93,4673.26,SYS_C,30.485998538539118,No
CUST-10386,Male,1,Yes,No,9.0,Yes,Yes,DSL,Yes,Yes,Two year,No,Electronic check,55.17,495.57,SYS_C,23.014987396828886,Yes
CUST-10000,Male,0,Yes,No,68.0,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Credit card,111.77,7571.44,SYS_B,37.534282275333524,No
CUST-10360,Male,0,Yes,Yes,51.0,No,No phone service,Fiber optic,Yes,No,One year,Yes,Credit card,105.13,5469.25,SYS_B,39.07591510971738,No
CUST-11142,Female,1,No,No,69.0,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,23.6,1582.1,SYS_A,38.91534973109341,Yes
CUST-10475,Female,0,No,No,36.0,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer,22.72,834.99,SYS_A,62.76850055781275,No
CUST-10789,Female,0,Yes,No,60.0,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,111.09,6619.26,SYS_A,47.629632798705785,No
CUST-10765,Female,1,Yes,Yes,71.0,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Bank transfer,110.44,7930.89,SYS_C,60.363306931435766,No
CUST-10172,Female,0,No,No,46.0,Yes,Yes,DSL,No,No,One year,Yes,Electronic check,56.9,2646.93,SYS_C,31.00666003493061,No
CUST-10450,Female,0,Yes,No,27.0,No,No phone service,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,104.34,2908.87,SYS_A,68.35416106980145,Yes
CUST-10125,Male,0,No,No,2.0,Yes,No,DSL,No,No,One year,Yes,Mailed check,63.88,196.38,SYS_A,56.70067848906373,No
CUST-10650,Male,0,Yes,No,19.0,Yes,No,DSL,No,Yes,Month-to-month,No,Credit card,69.24,1338.52,SYS_B,46.26543262323258,No
CUST-10530,Female,1,Yes,No,21.0,Yes,No,Fiber optic,No,Yes,Two year,No,Bank transfer,91.14,1949.76,SYS_A,25.310916533471584,No
CUST-10090,M,1,No,No,42.0,Yes,No,DSL,No,No,One year,Yes,Mailed check,67.88,2819.31,SYS_C,55.45616966240404,Yes
CUST-11170,Female,0,Yes,No,9.0,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,91.87,880.28,SYS_C,44.268581092481334,Yes
CUST-10181,Male,0,No,Yes,25.0,Yes,Yes,No,No internet service,No internet service,One year,Yes,Credit card,22.26,564.48,SYS_C,51.873309348515164,No
CUST-10670,Male,1,No,No,46.0,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,71.0,3222.24,SYS_A,72.55792529161256,No
CUST-11117,Female,0,No,No,32.0,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,86.03,2754.16,SYS_C,10.588627804515468,Yes
CUST-10251,Male,0,Yes,Yes,55.0,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Electronic check,104.54,5657.38,SYS_C,70.51954103037801,Yes
CUST-10069,Female,0,No,Yes,12.0,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card,23.3,248.41,SYS_A,31.212257116884913,No
CUST-10131,Male,0,No,No,51.0,Yes,Yes,DSL,No,No,Month-to-month,No,Bank transfer,58.52,3003.6,SYS_C,32.016108928044545,No
CUST-10300,Male,0,No,No,38.0,Yes,No,DSL,Yes,Yes,One year,Yes,Mailed check,76.66,2875.61,SYS_C,52.42518366504486,Yes
CUST-11102,Female,1,Yes,No,,Yes,No,DSL,No,Yes,Month-to-month,Yes,Electronic check,81.18,4384.79,SYS_B,42.85590465848933,Yes
CUST-10326,Female,0,Yes,Yes,30.0,Yes,Yes,DSL,No,No,Two year,Yes,Mailed check,50.97,1428.18,SYS_B,35.887266916909205,Yes
CUST-11183,Female,0,No,No,34.0,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,113.12,3826.12,SYS_B,69.28538669718684,Yes
CUST-10499,Female,0,Yes,Yes,31.0,Yes,No,DSL,No,No,One year,Yes,Credit card,59.9,1835.7,SYS_C,30.926613945511438,No
CUST-10676,Male,0,No,No,8.0,Yes,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,45.24,322.15,SYS_C,36.12815974091799,Yes
CUST-10934,,0,Yes,No,58.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,93.43,5393.79,SYS_A,70.5551421426614,No
CUST-10495,Male,0,Yes,No,49.0,Yes,No,DSL,No,Yes,One year,No,Mailed check,48.29,2330.63,SYS_B,43.490667543912835,No
CUST-10338,Male,0,Yes,Yes,31.0,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,98.54,3013.12,SYS_A,51.19533172167097,Yes
CUST-10980,Male,1,No,No,22.0,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.36,483.3,SYS_C,51.2760670879795,No
CUST-10164,Male,0,No,No,60.0,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,49.16,2976.06,SYS_C,33.59661971516768,No
CUST-10028,Female,0,No,No,30.0,Yes,Yes,DSL,No,Yes,Two year,Yes,Credit card,60.2,1823.27,SYS_A,34.203036756415386,No
CUST-10516,Male,0,Yes,No,18.0,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,18.86,376.72,SYS_A,42.088333165581034,No
CUST-10193,Female,0,Yes,No,39.0,No,No phone service,Fiber optic,No,No,One year,No,Electronic check,117.87,4574.49,SYS_B,51.894665207020495,Yes
CUST-10982,Male,0,Yes,No,13.0,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,22.63,272.05,SYS_B,57.54856105815833,No
CUST-10169,Female,0,Yes,No,11.0,Yes,No,DSL,No,Yes,Month-to-month,Yes,Bank transfer,84.03,960.01,SYS_B,32.034509736872295,Yes
CUST-10721,Male,0,No,No,4.0,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,50.95,270.48,SYS_C,37.450664755071806,Yes
CUST-10173,Male,0,No,No,44.0,Yes,No,No,No internet service,No internet service,One year,Yes,Bank transfer,22.09,1037.5,SYS_B,49.62135412004774,No
CUST-10518,Female,0,No,No,50.0,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,112.55,5578.82,SYS_A,39.20027393427481,No
CUST-10935,Male,0,No,No,70.0,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,63.02,4348.01,SYS_C,24.917764467142256,Yes
CUST-10713,Male,0,No,No,11.0,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,23.48,274.38,SYS_C,68.96441880673015,No
CUST-10491,Female,0,No,No,53.0,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,56.4,3022.84,SYS_C,69.40140227031259,Yes
CUST-10073,Female,0,Yes,Yes,12.0,Yes,No,DSL,No,No,Month-to-month,No,Mailed check,78.64,900.43,SYS_B,57.926928377355644,No
CUST-10998,Female,0,No,Yes,57.0,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card,22.59,1215.9,SYS_C,63.950557958349215,No
CUST-10587,,0,No,No,53.0,No,No phone service,DSL,Yes,No,One year,Yes,Electronic check,84.86,4531.13,SYS_B,31.823346211925287,No
CUST-10234,Male,0,Yes,Yes,29.0,Yes,No,Fiber optic,No,No,One year,Yes,Credit card,100.99,2862.13,SYS_C,49.45784604169193,No
CUST-10214,Female,0,Yes,No,30.0,Yes,No,DSL,Yes,Yes,Month-to-month,No,Bank transfer,66.49,1973.89,SYS_C,58.68819413654038,Yes
CUST-10963,Male,0,Yes,No,6.0,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Mailed check,78.95,521.6,SYS_C,65.60738956594732,No
CUST-10132,Male,0,No,No,13.0,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,117.91,1492.1,SYS_B,55.38012059076715,No
CUST-10788,Male,0,No,No,44.0,Yes,Yes,Fiber optic,Yes,No,One year,No,Mailed check,97.09,4246.91,SYS_A,55.320364790590354,No
CUST-10902,Male,0,Yes,No,34.0,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer,68.64,2396.19,SYS_A,44.1014546049925,No
CUST-10961,Female,0,No,No,4.0,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,20.56,152.07,SYS_B,39.57630833665827,Yes
CUST-10185,Female,0,Yes,Yes,27.0,Yes,No,DSL,Yes,Yes,One year,Yes,Mailed check,64.05,1765.5,SYS_A,49.94036493070126,No
CUST-10041,Female,0,No,No,52.0,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,75.3,3919.5,SYS_C,64.29472242534186,Yes
CUST-10108,Male,0,Yes,No,8.0,Yes,No,DSL,Yes,No,Two year,No,Credit card,82.85,627.41,SYS_A,64.08114762584859,No
CUST-10862,Female,1,No,No,19.0,Yes,No,Fiber optic,No,No,One year,No,Electronic check,105.76,1973.94,SYS_C,37.92302017421119,Yes
CUST-10568,Female,0,Yes,No,24.0,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,48.66,1243.17,SYS_A,49.54132201383062,No
CUST-10661,Female,0,No,Yes,9.0,Yes,Yes,DSL,No,No,Two year,No,Mailed check,78.81,740.79,SYS_A,58.09649645486232,Yes
CUST-11018,Female,0,No,No,60.0,No,No phone service,No,No internet service,No internet service,Month-to-month,No,Electronic check,18.96,1117.54,SYS_C,39.297949260661,No
CUST-11163,Female,0,Yes,No,33.0,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.94,891.81,SYS_A,39.854513665460914,No
CUST-10483,Female,0,No,Yes,37.0,Yes,No,DSL,No,Yes,Month-to-month,No,Bank transfer,53.98,2023.23,SYS_B,64.80981067438516,Yes
CUST-10468,M,0,Yes,No,71.0,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,61.34,4308.91,SYS_A,51.14124876222294,No
CUST-10024,Male,1,No,Yes,1.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,80.66,164.96,SYS_A,37.03457746361374,Yes
CUST-10671,Female,0,Yes,Yes,24.0,Yes,No,Fiber optic,No,No,Two year,Yes,Credit card,88.99,2072.64,SYS_C,12.618189478987517,No
CUST-10727,Female,0,No,Yes,68.0,Yes,Yes,DSL,No,No,Two year,Yes,Mailed check,69.24,4768.66,SYS_C,33.301654152844094,No
CUST-10764,Male,0,No,No,47.0,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,Bank transfer,95.17,4471.02,SYS_C,44.42079102958144,No
CUST-11011,F,0,Yes,No,22.0,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,96.32,2106.38,SYS_B,20.573437772368766,No
CUST-10366,Female,1,No,No,25.0,Yes,No,DSL,No,No,One year,Yes,Bank transfer,45.64,981.22,SYS_A,46.23964015705161,No
CUST-10874,Male,0,Yes,Yes,39.0,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,84.76,3266.43,SYS_C,78.86050249700739,Yes
CUST-11061,F,1,Yes,Yes,2.0,Yes,No,Fiber optic,No,No,Two year,No,Electronic check,80.33,236.98,SYS_B,79.4905142369691,Yes
CUST-10383,Female,0,No,No,46.0,No,No phone service,DSL,No,Yes,Two year,No,Electronic check,45.67,2123.5,SYS_C,24.179690492089332,No
CUST-10454,Male,0,No,No,9.0,Yes,No,Fiber optic,Yes,No,One year,No,Mailed check,101.74,877.77,SYS_C,55.135990249937734,No
CUST-10264,Female,0,Yes,No,48.0,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer,62.61,2960.35,SYS_A,32.838257170646926,No
CUST-10772,Male,0,No,No,52.0,Yes,No,DSL,No,Yes,Month-to-month,Yes,Electronic check,63.93,3309.9,SYS_B,54.59431475969595,Yes
CUST-10997,Male,0,No,No,49.0,Yes,No,Fiber optic,No,Yes,One year,Yes,Electronic check,74.78,3582.67,SYS_A,73.93969602555897,Yes
CUST-10444,Female,0,No,No,50.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,102.8,5119.37,SYS_B,36.68901936663782,No
CUST-10395,Female,0,No,No,49.0,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,19.08,937.3,SYS_C,68.44966190696678,No
CUST-10753,Male,0,No,No,12.0,Yes,No,Fiber optic,Yes,No,One year,Yes,Electronic check,111.24,1291.56,SYS_C,25.897130804557364,Yes
CUST-10176,F,0,No,No,59.0,Yes,No,No,No internet service,No internet service,One year,No,Credit card,18.47,1128.24,SYS_C,75.19592714558159,No
CUST-10018,Male,1,Yes,No,32.0,Yes,No,DSL,No,Yes,Month-to-month,No,Bank transfer,81.2,2568.97,SYS_B,55.5047863482654,Yes
CUST-10717,Female,0,No,No,53.0,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.67,1195.91,SYS_B,69.47516144158033,No
CUST-11054,Female,0,No,Yes,38.0,Yes,Yes,DSL,Yes,No,Two year,Yes,Mailed check,78.31,2995.18,SYS_A,59.3725820324306,No
CUST-10595,Male,0,No,Yes,47.0,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,105.09,4877.61,SYS_A,45.99551080724657,Yes
CUST-10061,Male,0,No,No,59.0,No,No phone service,Fiber optic,No,No,Two year,No,Electronic check,71.7,4256.81,SYS_B,66.79799944903618,Yes
CUST-10272,Female,0,No,Yes,69.0,Yes,Yes,DSL,No,No,Month-to-month,Yes,Credit card,54.44,3891.13,SYS_A,63.90654448747404,No
CUST-11134,Female,0,No,Yes,9.0,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,89.12,861.22,SYS_C,34.08674867656572,Yes
CUST-10278,Female,0,No,No,2.0,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Mailed check,104.53,294.88,SYS_C,65.1169035670947,No
CUST-10855,M,0,Yes,No,70.0,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,98.44,6878.88,SYS_C,45.312629782405494,No
CUST-10368,Male,0,Yes,No,35.0,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,75.94,2624.39,SYS_B,40.19294960309414,Yes
CUST-10901,Male,0,Yes,Yes,12.0,Yes,Yes,DSL,Yes,No,One year,Yes,Electronic check,74.75,856.16,SYS_C,43.509792522460636,No
CUST-10832,Male,1,No,Yes,23.0,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,20.61,562.68,SYS_C,77.24630857042165,No
CUST-10873,Male,1,Yes,No,,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,103.9,4429.6,SYS_B,58.27904509824609,Yes
CUST-10732,Female,0,Yes,No,58.0,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,24.41,1383.27,SYS_C,67.08941336710022,No
CUST-10785,Female,0,No,No,38.0,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,21.69,866.81,SYS_B,50.53663227943678,Yes
CUST-10547,Female,0,Yes,Yes,18.0,Yes,No,DSL,No,Yes,One year,No,Credit card,49.34,846.44,SYS_A,49.63965308951795,No
CUST-10894,Female,1,No,No,35.0,Yes,Yes,DSL,No,No,Month-to-month,Yes,Credit card,69.85,2425.1,SYS_A,38.682362797792194,Yes
CUST-10688,Female,0,Yes,No,33.0,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Credit card,86.73,2856.08,SYS_A,59.62716134000347,No
CUST-10953,Female,0,No,No,55.0,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,78.0,4356.4,SYS_B,66.2756272695959,No
CUST-10456,Male,0,No,Yes,61.0,No,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,103.8,6310.93,SYS_C,26.789964703016295,Yes
